paragraph,esg_label,count_label
fulfilling our commitments to our communities requires teamwork across the entire,Human_Rights_And_Community_Relations,None
we also know that we can impact communities around the world by creating and sustaining local jobs as our teams continue to grow were proud to foster innovation opportunity and economic support across the globe,Human_Rights_And_Community_Relations,Business_Model_Resilience
3 billion in strategic values based investments and community donations,Human_Rights_And_Community_Relations,Business ethics
we have an urgent responsibility to help dismantle systemic racism and support opportunities for black hispanic latin x and indigenous communities our racial equity and justice initiative re ji is focused on three key areas expanding access to education supporting criminal justice reform and removing economic barriers for communities of color,Employee_Engagement_Inclusion_And_Diversity,Director_Removal
re ji builds on our longstanding commitment to education and works hand in hand with our community education initiative page 62 historically black colleges and universities hbcus hispanic serving institutions hsis and tribal colleges and universities tc us are critical leaders in expanding educational access as are community colleges and other centers of learning to support their continued,Access_And_Affordability,Human_Rights_And_Community_Relations
propel center in january 2021 apple in collaboration with southern company and a range of community stakeholders helped launch the propel center a global innovation and learning hub for the hbcu community the propel center supports hbcu students and faculty through a robust virtual platform a physical campus in the historic atlanta university center as well as on campus activation sat partner institutions the center is designed to support the next generation of diverse leaders providing innovative curricula technology support career opportunities and fellowship programs experts from apple support the development of curricula and provide ongoing mentorship and learning support,Employee_Engagement_Inclusion_And_Diversity,Human_Rights_And_Community_Relations
hsi innovation hub in august 2021we announced our partnership with california state university csu northridge s global hsi equity innovation hub which aims to transform hs is throughout the csu system and the yous in order to increase student success and equip latin x and other students from historically underserved groups with skills for high demand careers in stem apples commitment will support the initiatives main location on the california state university northridge campus in los angeles and provide apple technology design support and thought partnership as the project expands,Access_And_Affordability,Human_Rights_And_Community_Relations
hbcuc2 initiative in partnership with tennessee state university apple supports the hbcuc2 initiative launched in 2019 to empower and support hbcus to bring coding and creativity experiences to their,Access_And_Affordability,Human_Rights_And_Community_Relations
apple is partnering with california state university northridge s global hsi equity innovation hub as part of our racial equity and justice initiative,Human_Rights_And_Community_Relations,Customer_Welfare
communities using apple hardware and its everyone can code and everyone can create curricula in2021we announced the expansion of the program to 11 new schools bringing the total number of community coding centers and regional hubsonhbcucampusesto45 across the yous in addition to donating equipment and professional development services apple provided funding to support program development,Access_And_Affordability,Competitive_Behavior
taking action on racial equity and justice series this set of conversation guides and learning based challenges on race and inequality issues provides a framework and resources for educators community leaders and families to use with young people,Employee_Engagement_Inclusion_And_Diversity,Human_Rights_And_Community_Relations
the criminal justice system disproportionately fails communities of color we support organizations working to end mass incarceration and defend civil rights,Labor_Practices,Human_Rights_And_Community_Relations
apple has donated to organizations that support racial justice including the anti recidivism coalition the council on criminal justice the innocence project the last mile re cidi viz the sentencing project and the vera institute of justice these commitments will help to promote racial ethnic economic and gender justice as well as the safeguarding of youth and work to end the practice of extreme sentences in the criminal justice system,Employee_Engagement_Inclusion_And_Diversity,None
currently only 2 percent of all you s teachers are black men something the program at huston tillotson is working to change when black students are taught by a black teacher they are significantly more likely to graduate from high school and consider attending college to support huston tillotson university s african american male teacher initiative apple is providing scholarships for the programs students called pre ed scholars as well as hardware software and professional development courses for students and faculty apples multiyear partnership with huston tillotson complements other engagements weve established through our racial equity and justice initiative working alongside the hbcu community to develop curricula and provide new learning and workforce opportunities,Employee_Engagement_Inclusion_And_Diversity,Human_Rights_And_Community_Relations
using face time rhys richard chats with his music professor dr samuel rowley as part of his course work at huston tillotson university,Access_And_Affordability,None
to further advance our work in this area apple is also partnering with a number of community colleges to implement programs that are helping incarcerated and paroled individuals learn new skills and work to prevent recidivism as one example at houston community college in texas apple is contributing funding and technology to a program that supports individuals on parole and probation to prepare for career and college readiness,Employee_Engagement_Inclusion_And_Diversity,Human_Rights_And_Community_Relations
black hispanic latin x and indigenous business owners deserve a fair shot and a fair share through mentorship and financial investments we back founders who have historically been cut out of opportunities to access capital in order to achieve economic prosperity,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
since 2021wehaveannounced75 million in financial commitments to support black hispanic latin x and indigenous entrepreneurs businesses and financial institutions,Human_Rights_And_Community_Relations,None
these include 25 million in venture capital investments in three black and hispanic latin x founded firms harlem capital vamos ventures and collab capital and 25 million of our commitment is to siebert williams shanks clear vision impact fund which works to increase loan capital for small and medium size minority owned businesses and underserved communities we also committed 25 million to expand access to capital for financial institutions supporting communities of color in historically underserved markets across the yous through cnotes impact cash product,Access_And_Affordability,Human_Rights_And_Community_Relations
through our impact accelerator we are taking steps to help better position businesses led by people of color to benefit from investments in green technology and clean energy bringing together our commitments to equity and the environment launched in 2020 the impact accelerator is a three month virtual program that includes customized training along with access to apple expert mentors and a growing alumni community to expand participants opportunities within apples supply chain read more about the first class of the impact accelerator on page 18,Supply_Chain_Management,Human_Rights_And_Community_Relations
we are also supporting economic empowerment for communities of color through two of our existing programs entrepreneur camp see page 64 and apple developer academy see page 63inearly2022 entrepreneur camp welcomed its first cohort of hispanic latin x founders and in october 2021we partnered with michigan state university to open an apple developer academy in detroit a city with a vibrant black entrepreneur and developer community and over 50000 minority owned businesses,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
our work to provide access and opportunity to communities of color extends to our own business activities including supporting inclusion and diversity among our employees see page 23 and increasing apples spend with diverse suppliers see page 45,Employee_Engagement_Inclusion_And_Diversity,Director_Removal
access to education is a human right and we work hard to ensure that our resources are used to uplift communities around the world creating opportunities for educators and students to gain coding skills and unlock creativity our efforts also support the unsustainable development goals including goal4on access to education goal 8ondecentjobsandgoal10 on reducing inequality see appendix page 75,Access_And_Affordability,Competitive_Behavior
inspired by the impact of our connected initiative and programs like everyone can create and everyone can code we launched our community education initiative ceiin2019 with a focus on expanding learning opportunities in communities,Access_And_Affordability,Human_Rights_And_Community_Relations
that are historically underrepresented and under resourced in technology,Competitive_Behavior,None
through educational partnerships across the yous we have been able to reach tens of thousands of students and educators who might not have had access to our technology and education resources as of april 2022 we have supported and partnered with 147 education institutions and nonprofit organizations including 47hbcusinover500 different locations across 36 states in the us and four locations across the uk since the initiative launched in 2019,Access_And_Affordability,None
educator development we are providing educator development and training opportunities to build the knowledge and skills that educators need to teach coding in underrepresented communities through teacher coding academies and the cei learning series these programs allow hundreds of teachers from around the yous to meet virtually and in person to share best practices for integrating and teaching coding and creativity concepts through our academies and cei learning series we are connecting cei educators with apple distinguished educators from all around the,Access_And_Affordability,Competitive_Behavior
world apple distinguished educators lead and participate in learning workshops along with our apple professional learning specialists,Access_And_Affordability,None
out of school time learning were partnering with nonprofits ngos and community based organizations that provide out of school time learning experiences to increase exposure awareness and experiences through coding and creativity,Access_And_Affordability,Human_Rights_And_Community_Relations
a new collaboration between apple and boys girls clubs of america will bring coding with swift to tens of thousands of young learners across the country,Access_And_Affordability,Employee_Engagement_Inclusion_And_Diversity
we are especially focused on expanding our engagement with minority serving institutions including hbcus hsis and tc us as well as community colleges and public schools in underserved communities,Access_And_Affordability,Human_Rights_And_Community_Relations
in2021manyofourcei projects were undertaken in support of rej is education focus page 60 for example in december 2021 apple and boys girls clubs of america launched a new collaboration to bring coding with swift to tens of thousands of students across the yous building on apples existing partnership with the organization to use,Access_And_Affordability,Human_Rights_And_Community_Relations
as the ios app economy continues to grow we are investing in educational programs and opportunities that prepare learners of all ages and backgrounds for the jobs of the future,Employee_Engagement_Inclusion_And_Diversity,None
in2013 we started the apple developer academy to empower entrepreneurs creators and coders by helping them cultivate the skills necessary to pursue new career opportunities the program focuses on communities with high youth unemployment and is open to anyone regardless of academic background or experience we seek to spark interest,Employee_Engagement_Inclusion_And_Diversity,None
among the next generation of developers and bring diverse representation to the growing app ecosystem particularly among women and individuals from underrepresented communities a larger and more diverse developer community helps create more new ideas and businesses and it gives more people access to employment and opportunities for economic mobility some participants are also undertaking practical projects in collaboration with ngos to help use technology to solve challenges related to their missions which amplifies impact even further,Employee_Engagement_Inclusion_And_Diversity,Human_Rights_And_Community_Relations
as of april 2022wehave23 foundation programs and 17 academy programs across the globe working in close collaborations with institutions that provide content and experience opportunities the programs are based in seven countries with over 2600 participants in total in calendar year 2021andmorethan15000 since the inception of the apple developer academy in 201322,Management_Of_Legal_And_Regulatory_Framework,Labor_Practices
on average jobseeking graduating students receive three job offers and 92 percent of alumni are employed 23we also see high rates of students staying in the industry for example 62 percent of students are still working in ios coding and design positions seven years after graduating from the brazil program and 79 percent of indonesian alumni are still involved in app development on apple platforms 24,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
we are also making progress on our commitment to support underrepresented groups in 202140 percent of academy students were female a63 percent year on year increase and,Employee_Engagement_Inclusion_And_Diversity,None
39 percent came from non stem backgrounds a56 percent year on year increase in the foundation programs 34 percent of students were female in2021,Employee_Engagement_Inclusion_And_Diversity,None
aristide l aug a left from france is a new student at the apple developer academy who looks forward to pursuing his new found passion for coding giada di somma right graduated from the academy in 2017 and now works full time as aux design lead in milan,Product_Design_And_Lifecycle_Management,None
in2021andearly2022 the apple developer academy has continued to grow with these new developments,Business_Model_Resilience,None
the first you s apple developer academy launching in detroit in october 2021aspartofourreji initiative see page 60 the first women dedicated apple developer academy launching in riyadh saudi arabia in november 2021 the first korean apple developer academy launching in pohang inmarch2022andserving200 students from across korea a new foundation program location in france a significant new investment in naples italy in september 2021 expanding academy programming through 2025 and launching a new alumni resource program,Employee_Engagement_Inclusion_And_Diversity,None
female and 39 percent non stem students in 2021 academy program,Employee_Engagement_Inclusion_And_Diversity,None
female in2021 foundations program as of our last alumni survey in december 2021,Employee_Engagement_Inclusion_And_Diversity,None
research shows that founders from underrepresented communities face unique challenges especially when starting and leading technology companies we created apple entrepreneur camp with the goal of supporting these founders and their app driven businesses as they build the next generation of cutting edge apps and to form a global alumni network that encourages the pipeline and longevity of underrepresented founders and developers in technology the program includes cohorts for female black and hispanic latin x founders and developers from underrepresented communities,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
during these app focused technology labs participants receive one on one code level guidance on their apps from apple experts and engineers as well as support inspiration and insights from top apple leaders the core programming is based on developer labs at wwdc where participants work on improving a specific app in bespoke one on one sessions with apple engineers and experts the program also includes community sessions networking and opportunities for ongoing support after the lab concludes participants become part of a growing community of other exceptional alumni who can help them build their business apple entrepreneur camp alumni have gone on to secure major funding rounds garner numerous awards and accolades and significantly expand both their teams and app users worldwide alumni apps are featured on the entrepreneur camp website,Employee_Engagement_Inclusion_And_Diversity,Human_Rights_And_Community_Relations
located in downtown detroit the apple developer academy space is designed to facilitate collaboration and engagement preparing students for success in the ios app economy,Access_And_Affordability,Employee_Engagement_Inclusion_And_Diversity
there have been 12 entrepreneur camp cohorts since our first class of female founders and developers in 2019 since the launch of rej i we expanded to hosting cohorts for black founders in2021 and hispanic latin x founders in early 2022 participants have also received additional guidance from harlem capital collab capital and vamos ventures as part of rejiseepage61 entrepreneur camp alumni hail from 26 countries and we continue to focus on expanding our outreach to underrepresented founders and developers around the world,Employee_Engagement_Inclusion_And_Diversity,None
in partnership with the california housing finance agency cal hfa apple has provided mortgage and down payment assistance to thousands of first time buyers with low and moderate in comes with additional benefits for teachers veterans and firefighters apple has also partnered with cal hfa to launch an affordable housing investment program the first of its kind in california which has increased the availability of funding to develop and build very low to moderate income housing at a lower cost and we are supporting several new affordable housing projects funded through our partnership with housing trust siliconvalley many of the new units are reserved for veterans the homeless or formerly homeless and residents with developmental disabilities in 2022 residents moved into the new veterans square development in pittsburg california,Access_And_Affordability,Human_Rights_And_Community_Relations
the 30unitbuildingoffers100 percent free housing to local veterans along with a community garden courtyard community room on site management and other amenities and services,Access_And_Affordability,Human_Rights_And_Community_Relations
apples affordable housing initiative also includes a partnership with destination home which has helped fund the construction of thousands of new units of affordable and supportive housing for the most vulnerable populations across siliconvalley with our support destination home has also been able to expand its homelessness prevention system to keep thousands of families from losing their homes each year learn more about this initiative,Access_And_Affordability,Employee_Health_And_Safety
whether it is racial injustice food insecurity a natural disaster or a health emergency our community giving program is agile enough to allow us to respond in a timely efficient and effective way we support nonprofit organizations in a variety of ways including financial resources apple technology and expertise from our teams,Critical_Incident_Risk_Management,Employee_Health_And_Safety
we have designed our corporate donations to address immediate needs and to build community resilience several initiatives described on previous pages fall into this area of focus including our re ji commitment to further racial equity and justice see page,Business_Model_Resilience,Human_Rights_And_Community_Relations
60 and addressing housing scarcity and,Supply_Chain_Management,None
in2021applemarkedits15th anniversary of partnering with red to fight hiv aids in subsaharan africa since 2006 apple customers have helped raise nearly 270 million to fund prevention testing and counseling services for people impacted by hiv aids as well as programs to support this community during covid19 apple supported grants have enabled care and support services for over 11 million people provided over 192 million hiv tests and allowed over 138 million people access to lifesaving antiretroviral treatments,Access_And_Affordability,Employee_Health_And_Safety
by redirecting donations to the global funds covid19 response at the onset of the pandemic apple customers were able to help fund programs that mitigated the impact of covid19 on existing hiv aids programs and rural clinics were able to purchase motorbikes that were used to transport samples to laboratories in order to expedite test results for immunocompromised people such as those living with hiv,Access_And_Affordability,Critical_Incident_Risk_Management
part of the global funds broader investment in health system strengthening in zambia includes getting co vid and hiv tests and blood samples safely delivered to labs access to advanced testing equipment is limited so its critical to have efficient transport services in place so that samples can get consistently and swiftly delivered in time for processing enos mum fwa is pictured here with his motorbike about to deliver a cooler of samples credit adam sjoberg red,Access_And_Affordability,Customer_Welfare
this apple retail program featured a partnership with shout mouse press a nonprofit writing and publishing program dedicated to elevating overlooked voices in partnership with shout mouse press and latin american youth center today at apple creative studios dc supported a group of teens who authored a collection of bilingual childrens books with themes of cultural celebration grief family and friendship the program equipped the authors with apple technology including i pad pro apple pencil and magic keyboard so they could continue to share their stories and explore new media for creative expression in illustration and audio,Access_And_Affordability,Human_Rights_And_Community_Relations
for many of the students who had neither imagined they would write books nor worked in these apps prior to the program the sessions sparked inspiration for future endeavors and opened doors to new modes of storytelling through an apple grant shout mouse press was also able to further support the students post program journey with scholarship funding for authors applying for college and postsecondary programs the books these students authored can be enjoyed and downloaded for free on apple books,Access_And_Affordability,None
joy u gwu pictured a participant of creative studios,Management_Of_Legal_And_Regulatory_Framework,None
dc coauthored a book with fellow participant tse ganesh chala,Management_Of_Legal_And_Regulatory_Framework,None
countries the grants provide support for arts and digital media education programs for youth and young adults education and workforce development organizations and black hispanic latin x and indigenous led organizations that are grounded in advancing environmental justice and advocating for communities most impacted by climate change and environmental disparities some examples of grant recipients include,Human_Rights_And_Community_Relations,Employee_Health_And_Safety
outdoor afro which is working to preserve and protect our environment and connect with black communities and leaders in oakland california and around the country,Ecological_Impacts,Labor_Practices
the african american youth harvest foundation a ay hf in austin texas which provides community based resources for african american and low income youth and families,Employee_Engagement_Inclusion_And_Diversity,Human_Rights_And_Community_Relations
nasc which works to support migrants and refugees in ireland and offers a number of different resources including the gateway program for women,Human_Rights_And_Community_Relations,None
in partnership with nonprofits today at apple creative studios encourages underrepresented creators to pursue their creative ambitions across music design and the visual arts in the studio they will collaborate with mentors and peers and learn from top tier artists as they build their body of work in fiscal year 2021 today at apple partnered with 23 nonprofits in nine cities around the world reaching more than 4000 creators with our programming this summer creative studios will host programs in 13citieswithover28 nonprofit partners,Access_And_Affordability,Human_Rights_And_Community_Relations
we are always looking for ways to support efforts that align with our apple values the following are just a few examples of this support,Management_Of_Legal_And_Regulatory_Framework,Business ethics
malalafundin2018 apple became mala la funds first laureate partner supporting the organizations work with local advocates and teachers in countries where girls face significant education challenges the fund champions every girls right to 12 years of safe free quality education apple also assists with technology curriculum and research into policy changes related to girls education apple s2021 grant invested in six education champion projects in brazil india and nigeria impacting nearly eight million students,Access_And_Affordability,Competitive_Behavior
thurgood marshall college fund to continue building a diverse talent pipeline apple has a longstanding commitment with the thurgood marshall college fund tmcfin2021appleandtmcf expanded the partnership to include the engineering and innovation scholars program and the new silicon initiative at hbcus,Employee_Engagement_Inclusion_And_Diversity,Business_Model_Resilience
apple scholars program in partnership with a variety of organizations supporting underrepresented communities the apple scholars program provides scholarship support professional development and experiential learning opportunities to students from underrepresented backgrounds interested in research and development rdin2022 apple welcomed its first cohort of apple scholars representing over 30 colleges and universities across the country,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
environment programs we are supporting efforts to restore areas within the amazon forest that are under threat from forest fires the alliances reforestation work also includes training and outreach programs to empower local communities in protection and governance practices while developing and strengthening livelihood models that support economic development we also support the national park foundation in the yous which has provided more than 1000000 students with meaningful national park experiences since 2011 encouraging young people to connect with the natural world in addition we are backing the foundations work to advance outdoor equity by eliminating barriers and promoting access and in the chyulu hills region of kenya were supporting community empowerment programs for maasai smallholder farmers including educational scholarships for local students as well as pastureland management training,Ecological_Impacts,Employee_Engagement_Inclusion_And_Diversity
crises and natural disasters we also mobilized funding for a number of unexpected events in fiscal year 2021andearly2022 including flooding in australia china eastern and western europe and the yous tornados hurricanes and significant storms in the yous support for covid19 in several countries around the world the typhoon in the philippines wildfires in canada and the western yous the earthquake in haiti and humanitarian support in afghanistan,Critical_Incident_Risk_Management,Physical_Impacts_Of_Climate_Change
our employee giving program provides opportunities for employees to contribute to the causes they care deeply about with the support of apple from volunteering to donations to smaller individual actions apple is committed to giving hand in hand with our team members our program promotes charitable giving to qualified organizations by matching donations of time money eligible stock or apple products,Product_Design_And_Lifecycle_Management,Employee_Engagement_Inclusion_And_Diversity
in2021 apples employee giving program celebrated its 10th anniversary having raised nearly 725millionfor39000 organizations worldwide with over 120 million distributed to organizations around the globe in2021alone25 the funds raised through apples employee giving program include the work of 68000 employee volunteers who have logged almost 2 million volunteer hours since 2011,Employee_Health_And_Safety,Employee_Engagement_Inclusion_And_Diversity
we are deeply concerned about the ongoing war in ukraine and have provided support in several ways we made corporate donations to humanitarian efforts helping people on the ground including to relief agencies and nonprofits such as world central kitchen doctors without borders and the international rescue committee we facilitated contributions to unicef which is supporting children and families affected by the war through a tile on our website and services like apple music and the app store we also offered our employees opportunities to donate and volunteer including holding a2to1 matching campaign to amplify employee donations to organizations providing shelter food and medicine to those affected by the war employees also took part in virtual activities including providing language support to refugees recording video messages and making cards for children and supporting the missing maps project which helps map vulnerable places like ukraine so that ngos and individuals can use the maps and data to better respond to crises at the same time we have worked to support our teams in ukraine and across the region in ukraine we contacted every employee assisting them and their families in any way we could we are also offering support to our ukrainian team members located outside of the country as well as any employee who needs support,Critical_Incident_Risk_Management,Employee_Engagement_Inclusion_And_Diversity
volunteers from retail participated in a gardening activity that included seeding weeding mulching composting planting and harvesting to create micro farms and edible gardens,Ecological_Impacts,Waste_And_Hazardous_Materials_Management
in orlando florida in honor of earth day2022,Human_Rights_And_Community_Relations,None
volunteers from retail in the san francisco bay area participated in a food sort and packaging event at the san francisco marin food bank during the two hour shift the team bagged a total of 700bags of food equaling 14760lbs,Product_Design_And_Lifecycle_Management,Product_Quality_And_Safety
employee volunteer hours since 2011fy21256000 hours,Labor_Practices,Employee_Engagement_Inclusion_And_Diversity
apple makes a financial contribution for each hour volunteered with a qualified organization some of the ways employees give their time include lending skills in person or online mentoring youth and participating in outdoor cleanups or other local events with nonprofit organizations,Access_And_Affordability,Air_Quality
apple employees can also participate in the global volunteer program an in role leadership experience that empowers employees to organize and lead volunteer activities for their colleagues in their communities,Human_Rights_And_Community_Relations,Employee_Engagement_Inclusion_And_Diversity
when our employees donate money apple matches their donations on a dollar for dollar basis up to 10000 per year per employee that way every contribution goes further every act inspires another and every effort is amplified apple matches donations year round but in times of greater need we have often increased the match to 21 and the match capupto20000 per employee,Management_Of_Legal_And_Regulatory_Framework,Employee_Engagement_Inclusion_And_Diversity
apple supports millions of jobs in countries around the world across north america europe asia central and south america australia and africa in the yous apple is one of the biggest job creators and we continue to expand our commitment to fostering innovation and opportunity in the yous economy we support 28millionjobsacrossall50 states through direct employment spending with you s suppliers and manufacturers and the iosappeconomyinapril2021 apple announced an acceleration of its you s investments with plans to make new contributions of more than 430billionandadd20000 new jobs across the country over the next five years this includes a new north carolina campus which will create at least 3000 new jobs in machine learning artificial intelligence software engineering and other cutting edge fields,Employee_Engagement_Inclusion_And_Diversity,Business_Model_Resilience
apple has over 165000 employees worldwide that span an increasingly wide range of roles including hardware and software engineering science construction manufacturing retail customer support marketing and design,Product_Design_And_Lifecycle_Management,Competitive_Behavior
apple has a supply chain that spans the globe with manufacturing and assembly taking place around the world including in the yous europe asia central and south america and australia from component manufacturers to logistics providers apple directly or in directly supports hundreds of thousands of jobs working with suppliers and businesses in all 50 states in the yous and every european country these suppliers provide equipment parts and materials for all of our core products,Supply_Chain_Management,Labor_Practices
since the app store launched in 2008theiosapp economy has become one of the worlds fastest growing sectors the app store ecosystem supports millions of jobs across the world empowering entrepreneurs from argentina and alaska to zimbabwe and beyond,Access_And_Affordability,Ecological_Impacts
in the yous it supports more than 22 million jobs and in europe it supports another 22 million jobs,Labor_Practices,None
in january 2021 we launched the app store small business program which benefits the vast majority of developers who sell digital goods and services on the app store the program cuts the app store commission inhalfto15 percent for small businesses that earned up to 1 million in proceeds during the previous year the reduced commission means small entrepreneurs and app makers have more resources to create new jobs expand their businesses explore cutting edge technologies and pioneer new innovations that reach users around the world,Product_Design_And_Lifecycle_Management,Labor_Practices
our corporate governance structure is designed to foster principled actions informed and effective decision making and appropriate monitoring of compliance and performance so that the long term interests of shareholders are being served,Management_Of_Legal_And_Regulatory_Framework,Business ethics
environmental social and governance esg matters are overseen and managed at multiple levels within apple,Human_Rights_And_Community_Relations,Business ethics
apples board assisted by its standing committees has ultimate responsibility for oversight of significant risks affecting the company s business including environmental social and governance matters,Human_Rights_And_Community_Relations,Director_Removal
apples board and its committees exercise oversight of our values and our people through review and discussion with management of progress relating to our values accessibility education environment inclusion and diversity privacy and supplier responsibility matters that,Employee_Engagement_Inclusion_And_Diversity,Director_Removal
work on environmental and social initiatives is embedded across different lines of business with broad collaboration to drive forward initiatives that are important to apple for example apples vice president of environment policy and social initiatives is responsible for the development review and execution of plans designed to minimize apples impact on the environment whereas apples senior vice president operations leads our efforts and progress in the critical work of protecting people and the planet across our supply chain,Supply_Chain_Management,Human_Rights_And_Community_Relations
across our different lines of business apple has developed internal systems and procedures for managing environmental social and governance topics including engaging with external stakeholders see page 77 to learn about their priorities and get their feedback and to coordinate relevant projects and initiatives,Human_Rights_And_Community_Relations,Business ethics
the board believes that evaluating the executive teams management of the risks confronting apple is one of its most important areas of oversight in carrying out this responsibility the board is assisted by each of its committees that considers risks within its areas of responsibility and app rises the full board of significant matters and management s response,Systemic_Risk_Management,Director_Removal
apple has an enterprise risk management program that is designed to identify assess monitor manage and mitigate apples significant business risks including financial operational compliance and reputational risks in 2021 key areas of focus included health and safety environment people privacy and data security supply chain and operations and legal and regulatory risks including antitrust matters,Business ethics,Customer_Privacy
the enterprise risk management program is supported by a risk oversight committee composed of our chief financial officer general counsel head of business assurance and other senior business leaders reporting to the audit and finance committee with its general responsibility for overseeing enterprise risk management,Systemic_Risk_Management,Management_Of_Legal_And_Regulatory_Framework
for more information on our corporate governance framework and board see our 2022 proxy statement,Management_Of_Legal_And_Regulatory_Framework,Director_Removal
apples business conduct policy provides a guide to our ethical requirements for our employees this policy includes the principles that guide our business practices honesty respect confidentiality and compliance it is available to employees in over 20 languages apple expects its suppliers contractors consultants and other business partners to follow these principles when providing goods and services to apple or acting on our behalf,Business ethics,Management_Of_Legal_And_Regulatory_Framework
apples business conduct and global compliance team focuses on business conduct political compliance export and sanctions compliance health compliance antitrust compliance anticorruption compliance and third party compliance additional compliance functions are integrated into our business organizations,Business ethics,Employee_Health_And_Safety
the business conduct and global compliance team conducts internal and independent third party assessments of its programs to ensure that they are effective and meet or exceed best practices we make changes to our programs policies procedures and training to reflect emerging trends and ensure that the respective compliance programs are aligned with apples business and risk profile,Management_Of_Legal_And_Regulatory_Framework,Employee_Health_And_Safety
apple has a robust third party compliance program that has been noted as mature and a leading practice by two external parties the program utilizes a risk calculator that includes factors specific to apples risk profile to determine the level of diligence to conduct on a third party we also utilize predictive analytics and data visualization through our custom internal tool this tool also provides a broad range of insights about third parties including due diligence findings ongoing monitoring hits audits payment reviews and remediation,Business ethics,Management_Of_Legal_And_Regulatory_Framework
we take our values seriously and our training helps guide our employees in making good decisions all employees are required to take an annual scenario based on line business conduct training that is updated each year training topics include workplace behaviors conflicts of interest gifts confidentiality competition privacy and apples human rights policy our internal business conduct website provides additional resources for our employees to learn more about the business conduct policy including regularly updated faqs featured topics and toolkits for managers our business conduct helpline is available for employees to ask questions and report concerns,Business ethics,Employee_Engagement_Inclusion_And_Diversity
additionally all employees receive mandatory annual or biannual training on privacy respect at apple and inclusion and diversity employees receive between two and five hours of training annually depending on location and the risks and responsibilities of their role additional required and recurring training includes anticorruption antitrust export and sanctions and manager specific training our board also regularly receives training and updates on ethics and compliance at apple,Business ethics,Employee_Engagement_Inclusion_And_Diversity
managers get supplementary resources and training on topics such as disability awareness and accommodations discriminatory behavior and their responsibilities to receive and report all allegations of misconduct apple also trains eligible contractors on our expectations for ethical behavior topics include workplace behaviors secrecy privacy and important laws,Business ethics,Employee_Engagement_Inclusion_And_Diversity
apples ethical business practices are set out in our business conduct policy and additional key compliance policies,Business ethics,Management_Of_Legal_And_Regulatory_Framework
we make key compliance policies including those applicable to our third parties publicly available on our ethics and compliance website,Business ethics,Management_Of_Legal_And_Regulatory_Framework
apple does not tolerate any form of corruption by apple employees or by third parties when working with or on behalf of apple apples anticorruption policy details how to comply with global anticorruption laws if employees are unsure of the proper course of action or whether something constitutes corruption we encourage them to contact apples business conduct team,Business ethics,Management_Of_Legal_And_Regulatory_Framework
apple training courses completed in 2021,Access_And_Affordability,Employee_Engagement_Inclusion_And_Diversity
for more information see apples ethics and compliance website,Business ethics,Management_Of_Legal_And_Regulatory_Framework
apple is committed to compliance with applicable export and sanctions laws and the requirements that apply to apple and its employees are clearly set out in apples export and sanctions policies we also provide internal resources for employees to help them understand applicable laws and how to report possible violations,Management_Of_Legal_And_Regulatory_Framework,Business ethics
apple is committed to conducting business in compliance with competition laws around the world misconduct and violations of apples antitrust and competition law policy and the law must promptly be reported to our antitrust compliance officer or to the business conduct team apples antitrust compliance officer together with apples general counsel and apples chief compliance officer regularly reports to the audit and finance committee of the board on matters including the antitrust compliance programs alignment with potential antitrust risks as well as the effectiveness of the programs design in detecting and preventing antitrust issues and promoting compliance with laws and apples policies,Business ethics,Management_Of_Legal_And_Regulatory_Framework
apple engages in policy discussions where they matter to our business and customers our public policy advocacy website defines our position on corporate political contributions and describes how apple participates in public debate in the united states through direct and indirect advocacy,Management_Of_Legal_And_Regulatory_Framework,Human_Rights_And_Community_Relations
apple does not make political contributions to individual candidates or parties and we do not have a political action committee any political contributions made by apple are made in the interests of the company and without regard for the private political preferences of individual executives or employees political contributions are promptly reported publicly on apples website,Management_Of_Legal_And_Regulatory_Framework,None
